player_name,country,minutes,goals,assists,shots,key_passes,progressive_passes,progressive_carries,successful_dribbles,tackles,interceptions,aerial_duels_won,pass_completion_pct,turnovers,club_level_score,recent_form_score,expected_minutes_score,non_penalty_goals,shots_in_box,touches_in_box,through_balls,crosses_into_box,shot_creating_actions_proxy,passes_into_final_third,carries_into_final_third,recoveries,pressures,long_passes,saves,clean_sheets,aerial_threat,xg_proxy,xa_proxy,yellow_cards,red_cards,recent_appearances,height_in_cm,market_value_score,tactical_fit_score,final_squad_selection_score,injury_availability_score,injury_severity_score,injury_status,recent_injury_count,is_injured,injury_source_url,caps,international_goals,data_source,data_refresh_date
Sofyan Amrabat,Morocco,2217,2,0,19,6,86,30,11,27,23,12,85.0,8,89.3,68.4,84.9,2,11,26,1,0,6,56,16,52,48,30,0,0,13,2.11,0.15,8.0,0.0,32,185.0,80.5,87.8,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,73,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Nayef Aguerd,Morocco,2789,1,1,12,7,101,31,11,34,29,18,85.1,8,83.4,71.4,86.8,1,6,14,2,1,9,66,17,66,54,38,0,6,19,1.08,0.88,6.0,0.0,31,190.0,80.5,82.8,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,64,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ayyoub Bouaddi,Morocco,2994,0,1,22,14,85,50,18,16,13,14,86.3,11,87.1,71.3,45.0,0,13,30,3,1,16,55,28,33,58,14,0,0,16,0.65,1.05,9.0,0.0,40,186.0,91.1,62.0,100,100.0,0.0,Available,,False,,1,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Chemsdine Talbi,Morocco,1729,4,2,34,16,53,34,13,5,5,3,80.6,10,89.9,71.7,52.3,4,23,55,4,14,20,34,19,11,34,7,0,0,6,4.27,1.8,0.0,0.0,31,175.0,80.5,61.9,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,5,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Azzedine Ounahi,Morocco,1991,5,5,32,23,69,29,11,18,15,8,83.4,9,85.1,74.5,75.2,5,19,46,6,4,33,45,16,34,39,7,0,0,10,4.85,4.08,7.0,0.0,27,182.0,68.5,74.1,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,47,9,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Soufiane Rahimi,Morocco,0,0,0,1,1,2,1,0,1,0,0,71.1,1,41.0,19.8,52.6,0,1,2,0,1,1,1,1,1,2,0,0,0,0,0.05,0.02,,,0,180.0,9.5,47.8,100,100.0,0.0,Available,,False,,35,11,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Brahim Díaz,Morocco,2284,7,9,50,41,89,48,18,11,10,2,82.0,12,93.0,84.1,64.2,7,34,80,11,23,59,58,26,21,44,10,0,0,6,7.16,7.32,4.0,0.0,50,170.0,91.1,70.5,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,24,13,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ismael Saibari,Morocco,3570,20,9,105,46,137,69,26,20,17,12,81.7,17,80.1,94.7,74.4,20,70,165,11,6,64,89,38,37,67,16,0,0,20,19.1,7.45,6.0,0.0,44,185.0,87.8,81.5,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,28,7,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Munir Mohamedi,Morocco,0,0,0,0,0,2,1,0,1,1,0,71.1,1,41.0,19.8,61.0,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0.0,0.0,,,0,173.0,9.5,48.4,100,100.0,0.0,Available,,False,,51,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Zakaria El Ouahdi,Morocco,3023,11,3,54,18,56,34,12,22,18,10,77.7,15,64.6,81.9,50.5,11,30,72,4,24,24,36,19,45,61,8,0,6,14,10.08,2.55,6.0,0.0,34,173.0,54.6,51.7,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,2,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Issa Diop,Morocco,1264,1,0,7,2,26,13,4,11,9,9,83.7,4,85.7,57.8,39.6,1,4,10,0,0,2,17,7,22,25,16,0,3,9,0.98,0.05,3.0,0.0,18,194.0,68.5,54.5,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,2,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Samir El Mourabet,Morocco,2137,1,3,19,17,48,30,11,12,10,10,82.9,10,77.9,67.4,44.3,1,11,26,4,2,23,31,16,24,42,7,0,0,11,1.33,2.52,4.0,0.0,33,186.0,64.8,56.3,100,100.0,0.0,Available,,False,,2,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Gessime Yassine,Morocco,510,0,2,6,9,10,8,3,1,1,1,75.5,4,69.6,50.7,42.1,0,4,9,2,5,13,6,4,3,10,1,0,0,1,0.2,1.62,0.0,0.0,12,172.0,41.0,48.4,100,100.0,0.0,Available,,False,,3,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Abde Ezzalzouli,Morocco,3689,15,14,94,65,141,73,27,21,18,8,80.4,21,88.6,92.9,78.9,15,65,152,16,36,93,92,40,38,72,14,0,0,16,14.95,11.42,4.0,0.0,50,177.0,78.5,76.1,100,6.6,93.4,Active: Corona virus; Adductor pain,0.0,True,https://github.com/salimt/football-datasets,35,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Chadi Riad,Morocco,554,0,1,2,4,12,6,2,5,4,3,83.9,2,86.6,54.1,45.5,0,1,2,1,1,6,8,3,10,11,7,0,1,3,0.05,0.8,2.0,0.0,9,187.0,71.1,58.2,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,4,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Youssef Belammari,Morocco,0,0,0,0,0,1,1,0,1,1,0,71.1,1,41.0,19.8,44.1,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0.0,0.0,,,0,183.0,9.5,39.2,100,100.0,0.0,Available,,False,,16,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ayoub El Kaabi,Morocco,2906,23,3,114,27,105,53,20,18,16,8,77.6,20,57.7,84.6,85.6,23,80,190,6,2,33,68,29,32,57,8,0,0,18,21.94,2.77,3.0,0.0,41,182.0,57.1,83.5,100,100.0,0.0,Available,,False,,57,22,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ayoube Amaimouni,Morocco,0,0,0,0,0,1,1,0,1,1,0,74.5,1,68.3,25.3,18.7,0,0,0,0,1,0,1,1,1,2,0,0,0,0,0.0,0.0,,,0,184.0,37.4,30.8,100,100.0,0.0,Available,,False,,0,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ahmed Reda Tagnaouti,Morocco,0,0,0,0,0,0,0,0,1,1,0,73.1,0,41.0,19.8,32.5,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0.0,0.0,,,0,,9.5,42.8,100,100.0,0.0,Available,,False,,3,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Bilal El Khannouss,Morocco,2940,9,7,61,37,116,57,21,18,15,8,81.5,14,89.4,88.2,75.4,9,40,94,9,5,51,75,31,33,55,13,0,0,13,9.02,5.82,12.0,0.0,48,180.0,86.5,81.8,100,100.0,0.0,Available,,False,,35,3,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Neil El Aynaoui,Morocco,2393,2,2,24,15,65,33,12,17,14,11,82.9,12,80.5,69.3,60.7,2,14,33,3,1,19,42,18,33,47,8,0,0,13,2.26,1.78,6.0,0.0,41,185.0,64.8,65.3,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,15,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Redouane Halhal,Morocco,2039,1,2,10,9,16,10,4,17,14,13,77.3,12,52.4,56.4,38.4,1,5,12,2,1,13,10,6,35,40,21,0,4,14,1.03,1.62,7.0,0.0,24,191.0,19.6,44.0,100,100.0,0.0,Available,,False,,1,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Anass Salah-Eddine,Morocco,1854,0,2,10,11,47,24,9,15,12,9,79.9,7,74.3,62.6,55.4,0,6,14,3,15,15,31,13,30,37,7,0,4,10,0.3,1.67,4.0,0.0,29,181.0,71.1,57.7,100,100.0,0.0,Available,,False,,8,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Angus Gunn,Scotland,45,0,0,0,0,2,1,0,1,1,1,77.3,0,77.1,33.7,44.9,0,0,0,0,0,0,1,1,2,1,1,2,0,1,0.0,0.0,0.0,0.0,1,196.0,43.9,54.5,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,21,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Aaron Hickey,Scotland,1018,1,0,9,3,33,14,5,9,8,5,81.7,3,91.5,60.1,47.0,1,5,12,1,7,3,21,8,18,21,4,0,2,6,1.03,0.08,1.0,0.0,26,185.0,85.0,59.8,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,20,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Andy Robertson,Scotland,2001,3,2,21,12,82,29,10,23,20,8,81.7,7,92.0,72.9,88.0,3,12,29,3,16,16,53,16,44,40,9,0,4,9,2.94,1.7,1.0,0.0,36,178.0,86.5,82.7,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,93,4,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Scott McTominay,Scotland,3701,14,4,75,26,158,62,23,35,31,20,86.5,13,90.3,94.0,91.7,14,45,106,6,3,34,103,34,67,72,17,0,0,25,13.17,3.45,2.0,0.0,44,191.0,92.8,86.0,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,69,14,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Grant Hanley,Scotland,1709,0,0,5,3,44,12,4,21,18,10,79.6,8,50.8,39.7,76.4,0,3,7,0,0,3,29,7,41,33,19,0,3,10,0.15,0.08,2.0,0.0,21,188.0,37.4,66.5,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,67,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Kieran Tierney,Scotland,3243,5,8,35,34,108,39,14,35,30,14,79.0,14,60.4,83.8,81.3,5,20,47,9,29,50,70,21,67,66,11,0,6,16,4.9,6.45,2.0,0.0,44,180.0,64.8,74.7,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,55,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
John McGinn,Scotland,3029,10,8,56,36,118,45,17,30,26,10,84.0,14,87.6,87.0,92.9,10,34,81,9,6,52,77,25,56,59,11,0,0,14,9.5,6.5,8.0,0.0,44,178.0,73.9,82.9,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,85,20,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Tyler Fletcher,Scotland,0,0,0,1,1,1,1,1,0,0,0,72.5,1,45.0,22.0,18.7,0,1,2,0,0,1,1,1,0,2,0,0,0,0,0.05,0.02,,,0,185.0,20.9,29.5,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,1,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Lyndon Dykes,Scotland,80,0,0,1,1,3,2,1,1,0,0,75.3,1,53.1,34.1,62.1,0,1,2,0,0,1,2,1,1,2,0,0,0,0,0.05,0.02,0.0,0.0,2,188.0,43.9,57.9,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,51,10,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ché Adams,Scotland,2110,8,3,53,22,84,43,16,12,11,5,80.2,12,84.7,77.9,67.5,8,37,88,5,2,28,55,24,22,41,8,0,0,9,8.09,2.65,0.0,0.0,36,179.0,76.6,67.4,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,46,11,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ryan Christie,Scotland,1060,2,0,15,4,38,15,6,10,9,4,83.2,5,85.1,59.7,73.7,2,9,22,1,0,4,25,8,19,21,4,0,0,5,2.01,0.1,3.0,0.0,27,178.0,66.7,70.9,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,67,10,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Liam Kelly,Scotland,180,0,0,0,0,2,1,0,1,1,1,74.7,1,48.4,32.3,34.4,0,0,0,0,0,0,1,1,3,3,2,5,0,1,0.0,0.0,0.0,0.0,2,184.0,30.7,46.1,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,3,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Jack Hendry,Scotland,0,0,0,0,0,2,1,0,1,1,1,81.6,0,60.0,27.3,48.4,0,0,0,0,0,0,1,1,2,2,1,0,0,1,0.0,0.0,,,0,192.0,47.0,53.0,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,37,3,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ross Stewart,Scotland,0,0,0,1,1,2,2,1,0,0,0,75.5,1,77.6,26.9,21.9,0,1,2,0,0,1,1,1,0,2,0,0,0,0,0.05,0.02,,,0,188.0,45.4,36.1,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,2,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
John Souttar,Scotland,2884,0,0,9,4,65,23,8,30,25,17,81.2,12,55.1,50.1,63.3,0,5,12,1,0,4,42,13,60,56,34,0,6,18,0.25,0.1,10.0,0.0,35,186.0,49.7,61.8,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,23,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Dominic Hyam,Scotland,0,0,0,0,0,1,0,0,1,1,0,75.1,1,41.0,19.8,26.1,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0.0,0.0,,,0,,9.5,33.3,100,100.0,0.0,Available,,False,,3,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ben Gannon-Doak,Scotland,150,0,1,2,4,5,3,1,1,1,0,79.0,1,85.7,51.7,39.4,0,1,2,1,2,6,3,2,1,3,1,0,0,0,0.05,0.8,0.0,0.0,9,176.0,68.5,58.4,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,13,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
George Hirst,Scotland,109,0,0,1,1,3,2,1,0,0,0,78.1,1,84.4,38.5,37.0,0,1,2,0,0,1,2,1,1,2,0,0,0,0,0.05,0.02,0.0,0.0,2,191.0,64.8,48.3,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,9,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Lewis Ferguson,Scotland,2925,1,0,25,11,96,45,16,22,19,11,84.7,12,85.3,70.1,63.6,1,15,35,2,0,11,62,25,43,57,11,0,0,13,1.53,0.28,7.0,0.0,45,181.0,78.5,67.7,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,23,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Lawrence Shankland,Scotland,2146,14,4,74,26,57,36,14,9,8,6,75.9,16,53.1,75.0,50.7,14,52,124,6,3,34,37,20,17,42,5,0,0,12,13.52,3.45,1.0,0.0,25,185.0,43.9,51.7,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,19,6,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Craig Gordon,Scotland,225,0,0,0,0,5,1,0,2,2,1,73.5,1,44.4,30.2,75.9,0,0,0,0,0,0,3,1,5,3,2,6,0,1,0.0,0.0,0.0,0.0,3,193.0,19.2,66.6,100,0.0,100.0,Active: Ankle injury; Ankle injury,0.0,True,https://github.com/salimt/football-datasets,84,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Nathan Patterson,Scotland,356,0,0,2,1,11,4,2,3,3,2,79.7,1,85.7,40.5,54.1,0,1,2,0,3,1,7,2,7,7,1,0,1,2,0.05,0.02,0.0,0.0,8,189.0,68.5,60.5,100,6.0,94.0,Active: Quarantine; Quarantine,0.0,True,https://github.com/salimt/football-datasets,26,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Kenny McLean,Scotland,125,0,0,1,0,3,1,1,1,1,0,78.8,1,74.0,32.6,66.7,0,1,2,0,0,0,2,1,2,2,0,0,0,0,0.05,0.0,0.0,0.0,3,180.0,35.0,60.7,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,57,3,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Anthony Ralston,Scotland,1729,1,0,13,5,38,16,6,16,14,7,75.4,10,50.8,53.8,59.7,1,7,17,1,12,5,25,9,32,35,3,0,3,8,1.13,0.12,3.0,0.0,29,178.0,37.4,57.3,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,26,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Findlay Curtis,Scotland,1238,3,3,25,16,20,18,7,3,3,3,74.1,10,48.1,58.9,34.2,3,17,41,4,11,22,13,10,7,24,2,0,0,5,3.19,2.5,2.0,0.0,28,180.0,29.6,47.7,100,100.0,0.0,Available,,False,,2,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Scott McKenna,Scotland,909,0,0,3,1,29,9,3,11,9,6,83.4,3,61.0,42.2,63.6,0,2,5,0,0,1,19,5,21,18,12,0,2,6,0.1,0.02,0.0,0.0,10,189.0,66.7,65.3,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,50,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mathew Ryan,Australia,3240,0,0,4,2,88,17,6,36,31,16,76.2,13,75.4,50.5,96.0,0,2,5,0,0,2,57,9,69,45,37,86,6,16,0.1,0.05,4.0,0.0,36,184.0,41.0,82.0,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,104,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Miloš Degenek,Australia,0,0,0,0,0,2,1,0,1,1,1,79.1,0,46.8,23.1,63.2,0,0,0,0,0,0,1,1,2,2,1,0,0,1,0.0,0.0,,,0,187.0,26.0,57.0,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,56,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Alessandro Circati,Australia,2801,1,1,12,7,65,27,10,27,22,18,83.1,10,80.5,68.5,63.7,1,6,14,2,1,9,42,15,54,54,36,0,6,19,1.08,0.88,6.0,0.0,33,190.0,64.8,65.0,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,12,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Jacob Italiano,Australia,0,0,0,0,0,1,1,0,1,1,0,71.1,1,41.0,19.8,29.3,0,0,0,0,1,0,1,1,1,2,0,0,0,0,0.0,0.0,,,0,177.0,9.5,37.0,100,100.0,0.0,Available,,False,,4,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Jordan Bos,Australia,2565,4,11,28,41,69,29,11,24,21,11,78.0,12,69.4,78.6,69.3,4,16,38,11,26,63,45,16,48,52,7,0,5,13,3.92,8.72,1.0,0.0,36,180.0,57.1,68.5,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,26,4,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Jason Geria,Australia,0,0,0,0,0,1,1,0,1,1,0,73.0,1,46.6,22.9,44.1,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0.0,0.0,,,0,183.0,25.3,48.3,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,13,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mathew Leckie,Australia,0,0,0,1,1,3,1,1,1,1,0,73.5,1,47.8,23.6,65.3,0,1,2,0,1,1,2,1,1,2,0,0,0,0,0.05,0.02,,,0,181.0,28.9,60.7,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,79,14,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Connor Metcalfe,Australia,688,0,2,5,9,18,8,3,6,5,3,80.2,4,74.5,52.0,65.1,0,3,7,2,1,13,12,4,11,13,2,0,0,3,0.15,1.62,2.0,0.0,28,183.0,43.9,63.6,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,35,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Mohamed Touré,Australia,1287,5,5,33,23,28,21,8,4,4,4,75.2,10,75.2,64.7,52.3,5,23,56,6,4,33,18,12,8,25,2,0,0,7,5.05,4.08,4.0,0.0,20,186.0,38.5,59.5,100,100.0,0.0,Available,,False,,9,2,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Ajdin Hrustic,Australia,2522,4,7,32,31,58,26,10,21,18,9,78.1,17,59.1,70.1,77.4,4,19,45,8,5,45,38,14,41,49,3,0,0,11,4.07,5.68,6.0,0.0,30,180.0,27.6,67.1,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,37,4,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Awer Mabil,Australia,0,0,0,1,1,3,1,1,1,0,0,74.3,1,73.7,25.0,61.0,0,1,2,0,1,1,2,1,1,2,0,0,0,0,0.05,0.02,,,0,178.0,35.9,59.7,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,38,10,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Paul Izzo,Australia,1530,0,0,2,1,15,6,2,11,9,8,74.5,7,47.4,36.9,42.9,0,1,2,0,0,1,10,3,22,21,17,41,3,8,0.05,0.02,1.0,0.0,17,185.0,27.6,50.1,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,4,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Aiden O'Neill,Australia,0,0,0,0,0,2,1,0,1,1,0,78.5,1,57.3,25.3,52.6,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0.0,0.0,,,0,178.0,37.4,57.4,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,30,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Cammy Devlin,Australia,2232,1,0,20,8,35,25,9,13,11,5,79.1,14,50.0,56.3,46.9,1,12,28,1,0,8,23,14,27,43,4,0,0,6,1.38,0.2,5.0,0.0,25,169.0,35.0,51.8,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,4,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Kai Trewin,Australia,0,0,0,0,0,1,1,0,1,1,0,77.6,1,54.6,23.8,34.6,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0.0,0.0,,,0,183.0,29.6,46.0,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,5,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Aziz Behich,Australia,0,0,0,0,0,2,1,0,1,1,0,73.2,1,47.0,23.2,69.5,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0.0,0.0,,,0,170.0,26.6,62.5,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,83,3,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Nestory Irankunda,Australia,180,0,0,2,1,5,3,1,1,1,0,78.2,1,82.7,38.1,54.5,0,1,2,0,1,1,3,2,1,4,1,0,0,0,0.05,0.02,0.0,0.0,2,175.0,59.8,60.9,100,100.0,0.0,Available,,False,,14,5,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Patrick Beach,Australia,0,0,0,0,0,1,0,0,1,0,1,75.1,0,46.8,23.1,23.0,0,0,0,0,0,0,1,0,1,1,1,2,0,1,0.0,0.0,,,0,190.0,26.0,38.8,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,1,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Harry Souttar,Australia,0,0,0,0,0,3,1,0,1,1,1,83.2,0,82.7,29.8,57.9,0,0,0,0,0,0,2,1,2,2,1,0,0,1,0.0,0.0,,,0,198.0,59.8,60.8,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,37,11,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Cristian Volpato,Australia,1163,2,4,19,18,24,19,7,3,3,4,77.5,7,77.0,63.2,31.7,2,13,31,5,3,26,16,10,7,22,3,0,0,6,2.21,3.25,4.0,0.0,26,187.0,54.6,53.4,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,0,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Cameron Burgess,Australia,391,2,0,8,1,7,2,1,4,4,3,78.2,2,70.8,49.2,58.6,2,4,13,0,0,1,5,1,8,8,4,0,1,3,1.76,0.02,1.0,0.0,5,194.0,26.0,54.4,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,26,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Jackson Irvine,Australia,1737,0,1,13,9,51,20,7,17,15,9,79.3,11,72.2,52.2,82.0,0,8,18,2,1,11,33,11,32,34,3,0,0,10,0.4,0.92,1.0,0.0,26,189.0,37.4,71.6,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,81,14,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Nishan Velupillay,Australia,0,0,0,1,1,2,1,1,0,0,0,73.1,1,46.8,23.1,37.8,0,1,2,0,1,1,1,1,1,2,0,0,0,0,0.05,0.02,,,0,181.0,26.0,45.0,100,11.5,88.5,Active: Rest; Ankle injury,0.0,True,https://github.com/salimt/football-datasets,7,3,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Paul Okon-Engstler,Australia,0,0,0,0,0,1,1,0,1,1,1,76.5,1,45.0,22.0,34.6,0,0,0,0,0,0,1,1,2,2,1,0,0,1,0.0,0.0,,,0,186.0,20.9,44.2,100,100.0,0.0,Available,,False,,5,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Lucas Herrington,Australia,0,0,0,0,0,1,0,0,1,1,1,75.1,1,47.5,19.8,25.1,0,0,0,0,0,0,1,0,2,2,1,0,0,1,0.0,0.0,,,0,193.0,9.5,32.7,100,100.0,0.0,Available,,False,,3,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Tete Yengi,Australia,1093,2,0,20,7,16,16,6,2,2,5,73.5,9,46.3,51.4,31.4,2,14,34,1,0,7,10,9,5,21,1,0,0,7,2.26,0.18,1.0,0.0,20,197.0,24.5,45.2,100,100.0,0.0,Available,,False,,0,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Gatito Fernández,Paraguay,0,0,0,0,0,1,0,0,1,1,1,74.6,0,45.3,22.2,52.6,0,0,0,0,0,0,1,0,2,1,1,2,0,1,0.0,0.0,,,0,191.0,21.6,54.3,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,30,0,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Gustavo Velázquez,Paraguay,0,0,0,0,0,1,0,0,1,1,0,75.1,1,41.0,19.8,33.5,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0.0,0.0,,,0,,9.5,35.3,100,100.0,0.0,Available,,False,,12,1,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
Omar Alderete,Paraguay,2892,1,1,12,8,88,30,10,32,27,18,84.0,9,86.6,70.4,83.4,1,6,14,2,1,10,57,16,64,56,38,0,6,19,1.08,0.9,6.0,0.0,34,188.0,71.1,75.1,100,100.0,0.0,Available,0.0,False,https://github.com/salimt/football-datasets,35,3,real_wc2026_squads_transfermarkt_openfootball,2026-06-02
